"expIndex","subject","target","round","weak_math","strong_math","agent_selected","pset_selected","scenario","team"
"exp4",76,50,1,20,40,0,8,2,"<20,40>"
"exp4",76,50,2,20,40,0,8,2,"<20,40>"
"exp4",76,50,3,20,40.2,2,8,2,"<20,40>"
"exp4",76,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",76,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",76,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",76,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",77,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",77,24,1,3,20,1,2,1,"<2,20>"
"exp4",77,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",77,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",77,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",77,50,1,9,40,1,8,2,"<8,40>"
"exp4",77,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",77,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",77,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",77,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",77,61,2,20.4,40.2,2,8,3,"<20,40>"
"exp4",77,61,3,20.79,40.2,1,8,3,"<20,40>"
"exp4",78,24,0,2,8,NA,NA,1,"<2,8>"
"exp4",78,24,1,2,9,2,8,1,"<2,8>"
"exp4",78,24,2,2,9.88,2,8,1,"<2,8>"
"exp4",78,24,3,2,10.68,2,8,1,"<2,8>"
"exp4",78,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",78,50,1,9,40,1,8,2,"<8,40>"
"exp4",78,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",78,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",78,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",78,61,1,20,40.2,2,8,3,"<20,40>"
"exp4",78,61,2,20.4,40.2,1,8,3,"<20,40>"
"exp4",78,61,3,20.79,40.2,1,8,3,"<20,40>"
"exp4",79,24,0,8,20,NA,NA,1,"<8,20>"
"exp4",79,24,1,8,20,0,0,1,"<8,20>"
"exp4",79,24,2,8,20,0,0,1,"<8,20>"
"exp4",79,24,3,8,20,0,0,1,"<8,20>"
"exp4",79,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",79,50,1,9,40,1,8,2,"<8,40>"
"exp4",79,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",79,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",79,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",79,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",79,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",79,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",80,24,0,8,20,NA,NA,1,"<8,20>"
"exp4",80,24,1,8,20,0,0,1,"<8,20>"
"exp4",80,24,2,8,20,0,0,1,"<8,20>"
"exp4",80,24,3,8.25,20,1,2,1,"<8,20>"
"exp4",80,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",80,50,1,9,40,1,8,2,"<8,40>"
"exp4",80,50,2,9.66,40,1,6,2,"<8,40>"
"exp4",80,50,3,10.48,40,1,8,2,"<8,40>"
"exp4",80,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",80,61,1,20.1,40,1,2,3,"<20,40>"
"exp4",80,61,2,20.39,40,1,6,3,"<20,40>"
"exp4",80,61,3,20.78,40,1,8,3,"<20,40>"
"exp4",81,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",81,24,1,3,20,1,2,1,"<2,20>"
"exp4",81,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",81,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",81,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",81,50,1,9,40,1,8,2,"<8,40>"
"exp4",81,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",81,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",81,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",81,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",81,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",81,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",82,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",82,24,1,3,20,1,2,1,"<2,20>"
"exp4",82,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",82,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",82,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",82,50,1,9,40,1,8,2,"<8,40>"
"exp4",82,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",82,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",82,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",82,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",82,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",82,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",83,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",83,24,1,3,20,1,2,1,"<2,20>"
"exp4",83,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",83,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",83,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",83,50,1,9,40,1,8,2,"<8,40>"
"exp4",83,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",83,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",83,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",83,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",83,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",83,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",84,24,0,20,40,NA,NA,1,"<20,40>"
"exp4",84,24,1,20,40,0,0,1,"<20,40>"
"exp4",84,24,2,20,40,0,0,1,"<20,40>"
"exp4",84,24,3,20,40,0,0,1,"<20,40>"
"exp4",84,50,0,20,40,NA,NA,2,"<20,40>"
"exp4",84,50,1,20,40,0,0,2,"<20,40>"
"exp4",84,50,2,20.1,40,1,2,2,"<20,40>"
"exp4",84,50,3,20.49,40,1,8,2,"<20,40>"
"exp4",84,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",84,61,1,20,40,0,0,3,"<20,40>"
"exp4",84,61,2,20,40,0,0,3,"<20,40>"
"exp4",84,61,3,20,40,0,0,3,"<20,40>"
"exp4",85,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",85,24,1,3,20,1,2,1,"<2,20>"
"exp4",85,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",85,24,3,3.66,20.1,2,2,1,"<2,20>"
"exp4",85,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",85,50,1,9,40,1,8,2,"<8,40>"
"exp4",85,50,2,9,40.2,2,8,2,"<8,40>"
"exp4",85,50,3,9.88,40.2,1,8,2,"<8,40>"
"exp4",85,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",85,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",85,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",85,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",86,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",86,24,1,3,20,1,2,1,"<2,20>"
"exp4",86,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",86,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",86,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",86,50,1,9,40,1,8,2,"<8,40>"
"exp4",86,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",86,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",86,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",86,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",86,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",86,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",87,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",87,24,1,3,20,1,2,1,"<2,20>"
"exp4",87,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",87,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",87,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",87,50,1,9,40,1,8,2,"<8,40>"
"exp4",87,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",87,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",87,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",87,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",87,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",87,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",88,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",88,24,1,3,20,1,2,1,"<2,20>"
"exp4",88,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",88,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",88,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",88,50,1,9,40,1,8,2,"<8,40>"
"exp4",88,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",88,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",88,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",88,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",88,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",88,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",89,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",89,24,1,3,20,1,2,1,"<2,20>"
"exp4",89,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",89,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",89,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",89,50,1,8.75,40,1,6,2,"<8,40>"
"exp4",89,50,2,9.43,40,1,6,2,"<8,40>"
"exp4",89,50,3,10.06,40,1,6,2,"<8,40>"
"exp4",89,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",89,61,1,20,40.2,2,8,3,"<20,40>"
"exp4",89,61,2,20.4,40.2,1,8,3,"<20,40>"
"exp4",89,61,3,20.79,40.2,1,8,3,"<20,40>"
"exp4",90,24,0,2,8,NA,NA,1,"<2,8>"
"exp4",90,24,1,2,8,1,8,1,"<2,8>"
"exp4",90,24,2,2,8.5,2,4,1,"<2,8>"
"exp4",90,24,3,3,8.5,1,2,1,"<2,8>"
"exp4",90,50,0,8,20,NA,NA,2,"<8,20>"
"exp4",90,50,1,8.75,20,1,6,2,"<8,20>"
"exp4",90,50,2,9.66,20,1,8,2,"<8,20>"
"exp4",90,50,3,10.48,20,1,8,2,"<8,20>"
"exp4",90,61,0,2,8,NA,NA,3,"<2,8>"
"exp4",90,61,1,3,8,1,2,3,"<2,8>"
"exp4",90,61,2,3,8.75,2,6,3,"<2,8>"
"exp4",90,61,3,3.66,8.75,1,2,3,"<2,8>"
"exp4",91,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",91,24,1,3,20,1,2,1,"<2,20>"
"exp4",91,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",91,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",91,50,0,20,40,NA,NA,2,"<20,40>"
"exp4",91,50,1,20,40,0,0,2,"<20,40>"
"exp4",91,50,2,20,40,0,0,2,"<20,40>"
"exp4",91,50,3,20,40,0,0,2,"<20,40>"
"exp4",91,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",91,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",91,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",91,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",92,24,0,8,20,NA,NA,1,"<8,20>"
"exp4",92,24,1,9,20,1,8,1,"<8,20>"
"exp4",92,24,2,9.88,20,1,8,1,"<8,20>"
"exp4",92,24,3,10.68,20,1,8,1,"<8,20>"
"exp4",92,50,0,20,40,NA,NA,2,"<20,40>"
"exp4",92,50,1,20.4,40,1,8,2,"<20,40>"
"exp4",92,50,2,20.79,40,1,8,2,"<20,40>"
"exp4",92,50,3,21.17,40,1,8,2,"<20,40>"
"exp4",92,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",92,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",92,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",92,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",93,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",93,24,1,3,20,1,2,1,"<2,20>"
"exp4",93,24,2,3.66,20,1,2,1,"<2,20>"
"exp4",93,24,3,4.2,20,1,2,1,"<2,20>"
"exp4",93,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",93,50,1,9,40,1,8,2,"<8,40>"
"exp4",93,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",93,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",93,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",93,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",93,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",93,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",94,24,0,8,20,NA,NA,1,"<8,20>"
"exp4",94,24,1,9,20,1,8,1,"<8,20>"
"exp4",94,24,2,9.88,20,1,8,1,"<8,20>"
"exp4",94,24,3,10.68,20,1,8,1,"<8,20>"
"exp4",94,50,0,20,40,NA,NA,2,"<20,40>"
"exp4",94,50,1,20.4,40,1,8,2,"<20,40>"
"exp4",94,50,2,20.79,40,1,8,2,"<20,40>"
"exp4",94,50,3,21.17,40,1,8,2,"<20,40>"
"exp4",94,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",94,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",94,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",94,61,3,21.17,40,1,8,3,"<20,40>"
"exp4",95,24,0,8,20,NA,NA,1,"<8,20>"
"exp4",95,24,1,9,20,1,8,1,"<8,20>"
"exp4",95,24,2,9.88,20,1,8,1,"<8,20>"
"exp4",95,24,3,10.68,20,1,8,1,"<8,20>"
"exp4",95,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",95,50,1,9,40,1,8,2,"<8,40>"
"exp4",95,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",95,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",95,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",95,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",95,61,2,20.4,40.2,2,8,3,"<20,40>"
"exp4",95,61,3,20.79,40.2,1,8,3,"<20,40>"
"exp4",96,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",96,24,1,2,20.1,2,2,1,"<2,20>"
"exp4",96,24,2,3,20.1,1,2,1,"<2,20>"
"exp4",96,24,3,3.66,20.1,1,2,1,"<2,20>"
"exp4",96,50,0,20,40,NA,NA,2,"<20,40>"
"exp4",96,50,1,20,40,0,0,2,"<20,40>"
"exp4",96,50,2,20,40,0,0,2,"<20,40>"
"exp4",96,50,3,20,40,0,0,2,"<20,40>"
"exp4",96,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",96,61,1,20.3,40,1,6,3,"<20,40>"
"exp4",96,61,2,20.69,40,1,8,3,"<20,40>"
"exp4",96,61,3,21.07,40,1,8,3,"<20,40>"
"exp4",97,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",97,24,1,2,20.4,2,8,1,"<2,20>"
"exp4",97,24,2,3,20.4,1,2,1,"<2,20>"
"exp4",97,24,3,3,20.79,2,8,1,"<2,20>"
"exp4",97,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",97,50,1,9,40,1,8,2,"<8,40>"
"exp4",97,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",97,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",97,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",97,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",97,61,2,20.4,40.2,2,8,3,"<20,40>"
"exp4",97,61,3,20.79,40.2,1,8,3,"<20,40>"
"exp4",98,24,0,2,20,NA,NA,1,"<2,20>"
"exp4",98,24,1,2,20.3,2,6,1,"<2,20>"
"exp4",98,24,2,3,20.3,1,2,1,"<2,20>"
"exp4",98,24,3,3,20.69,2,8,1,"<2,20>"
"exp4",98,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",98,50,1,8,40.2,2,8,2,"<8,40>"
"exp4",98,50,2,8.75,40.2,1,6,2,"<8,40>"
"exp4",98,50,3,8.75,40.29,2,4,2,"<8,40>"
"exp4",98,61,0,8,20,NA,NA,3,"<8,20>"
"exp4",98,61,1,8,20.3,2,6,3,"<8,20>"
"exp4",98,61,2,8,20.69,2,8,3,"<8,20>"
"exp4",98,61,3,8.75,20.69,1,6,3,"<8,20>"
"exp4",99,24,0,8,20,NA,NA,1,"<8,20>"
"exp4",99,24,1,8.75,20,1,6,1,"<8,20>"
"exp4",99,24,2,8.75,20,0,0,1,"<8,20>"
"exp4",99,24,3,8.75,20,0,0,1,"<8,20>"
"exp4",99,50,0,8,40,NA,NA,2,"<8,40>"
"exp4",99,50,1,9,40,1,8,2,"<8,40>"
"exp4",99,50,2,9.88,40,1,8,2,"<8,40>"
"exp4",99,50,3,10.68,40,1,8,2,"<8,40>"
"exp4",99,61,0,20,40,NA,NA,3,"<20,40>"
"exp4",99,61,1,20.4,40,1,8,3,"<20,40>"
"exp4",99,61,2,20.79,40,1,8,3,"<20,40>"
"exp4",99,61,3,21.17,40,1,8,3,"<20,40>"
